tweet,y
"[ 0.3128604   0.37844738  0.2543919   0.59917533  0.49375385 -0.8141892
  0.81374633  0.15413043  0.04368486 -0.42277464 -0.3931078  -0.5029549
  0.40741238  0.19299945 -0.0987839   0.27513027  0.03487736 -0.05211322
 -0.5611972  -0.20086968  0.05817549  0.32002074  0.5400539   0.1347424
 -0.04163314 -0.00398169  0.4312316   0.09687347  0.15640219  0.36751264
 -0.05576892  0.16087444 -0.25331467 -0.08029943  0.08693592  0.4194727
  0.54006696  0.5608789   0.05260857 -0.5253633   0.29724795 -0.1218754
  0.5801858  -0.01800314  0.09772368 -0.46234363  0.06871343  0.24199691
  0.57718116  0.45480964]",0
"[ 0.0740497   0.04194146  0.12702172 -0.14265375 -0.14210847 -0.04715401
  0.4558415   0.15949741 -0.13561802  0.05601056 -0.45843083 -0.01788457
  0.13749453  0.01326425  0.02539237  0.24507773  0.10912043  0.05728373
 -0.16111207 -0.13790558 -0.15155311  0.16808464  0.05535768 -0.13339199
 -0.01558478  0.16488512 -0.02643067  0.08840093 -0.17843826 -0.11445981
 -0.21426895  0.03945885  0.21819004 -0.08643761 -0.22726369  0.2423863
  0.21511476 -0.20421064 -0.02635388  0.0219421  -0.21330492  0.06382599
 -0.00412233  0.05876658  0.41079512  0.04255275 -0.14247231 -0.06581828
  0.04331832  0.0389351 ]",0
"[ 0.28878734  0.27784806 -0.02109087 -0.00700306 -0.37493762  0.10753299
  0.43325025  0.19483858 -0.16392551  0.45858234 -0.33002454 -0.16412735
  0.0702274  -0.16925418 -0.14744599  0.2101895   0.13351105 -0.26064003
  0.07505871  0.21328676 -0.28489697  0.09872378 -0.01826528 -0.3097868
 -0.46041912  0.26950046 -0.04614627  0.27594137 -0.03267941 -0.26099098
 -0.11195339  0.14239943  0.25890237 -0.2309593  -0.0903703   0.28425044
  0.13264221 -0.32328537  0.06555424  0.18098298 -0.42169833 -0.09733234
  0.02095062 -0.4752194   0.15803735 -0.053224    0.32401726 -0.30783978
 -0.22031467  0.149271  ]",0
"[ 0.19081345 -0.467234    0.52186704  0.39349952 -0.31911653 -0.23681217
 -0.0386564  -0.21956784 -0.6196665  -0.50800914 -0.38454807  0.56500185
 -0.21235874  0.40110508 -0.44638565  0.10210925  0.5340603   0.50628084
  0.12946776 -0.37366813 -0.05496505  0.6282986   0.18360366 -0.42928398
  0.69854957  0.02463925  0.17963748  0.32893047 -0.0807375   0.01055637
  0.05009545  0.26650962  0.5422085  -0.11779211  0.20119746  0.34018546
 -0.4023286  -0.12650281 -0.2717881   0.29733932 -0.65298116  0.00721809
 -0.29013836  0.16997151  0.39918402  0.1049613   0.6451568  -0.2138493
  0.36426863  0.439961  ]",0
"[ 0.16988792 -0.0709891  -0.2455318   0.08789632  0.38176018 -0.18799417
  0.51622885  0.22785705 -0.38495657 -0.18461241 -0.03551188 -0.3714194
  0.15845242  0.03126301 -0.31744587  0.42538747  0.11124678 -0.04316641
 -0.14917253 -0.37585354 -0.08596469 -0.11192502  0.15594971 -0.13163432
  0.28742522 -0.09940941 -0.1884819   0.02821938  0.22087175  0.2516826
  0.15462464 -0.11037267 -0.0609358   0.3343386  -0.00466382  0.18453953
  0.13602346  0.14427373  0.22834596 -0.14010713  0.07612357 -0.11772899
 -0.1498708   0.15207112  0.29392624  0.09450489 -0.12697177  0.30555212
  0.53949904  0.07147449]",0
"[ 0.25025874  0.08013739  0.17341603 -0.07155766  0.11655153 -0.4633762
 -0.09289505 -0.2127768  -0.14594628  0.10038359 -0.46701255  0.2537157
  0.27653426  0.6796478  -0.1238489   0.42790192 -0.33385602 -0.10897151
 -0.7616521  -0.04105163 -0.57563376  0.10789184 -0.18844588 -0.17931029
 -0.14464198  0.07452511  0.05412342 -0.28895563  0.43981895 -0.33466256
  0.15131049 -0.43553022  0.47367343 -0.20906228  0.19637696  0.48114842
  0.15375406 -0.4690401   0.38199195  0.09065289 -0.83202887  0.08185025
 -0.1635157   0.00363072  0.12031795  0.6944802  -0.05639112  0.6805227
  0.08225252 -0.39641416]",0
"[ 0.34945002 -0.44879445 -0.29526275 -0.13651942 -0.73823917  0.60283023
  0.8457401   0.05235433 -0.2514867   0.5469462   0.0883135  -0.27169123
  0.29847804  0.06498355 -0.82373226  0.9899547  -0.25480232  0.06389605
 -1.0906135  -0.45876396 -0.7170863  -0.38240832  0.2084438  -0.5819295
 -0.04148234 -0.7964044  -0.24620338  0.24638486 -0.44072223 -0.4021515
 -0.02212681 -0.12532325  0.7509149  -0.22490953  0.04848035  0.31798884
  0.74029744 -0.22072458  0.15026072  0.5203956  -0.16383457 -0.49690402
 -0.16564351 -0.7569366   0.45280567  0.624409   -0.83212686  0.7047518
  0.32743806 -0.44162577]",0
"[ 0.54074746 -0.7827049   0.2425481  -0.34074554 -0.66271865 -0.31971568
  0.7861523   0.66083217 -0.34646276 -0.60803604 -0.62545204 -0.19717087
  0.21117078  0.890304    0.15684532  0.8344773   0.40614456 -0.54005826
 -0.07761194 -0.32733145  0.12668023  0.2553943   0.4829281  -0.5008496
 -0.38456047  0.5289744  -0.5240128  -0.08863005 -0.28745005  0.11474937
 -0.3810508   0.04896219  0.10224684 -0.2927117  -0.2662802   0.14714693
  0.26709852 -0.18234147 -0.7544498  -0.17323118  0.5557371  -0.01142554
 -0.22481717  0.05927463  1.043726   -0.11793386  0.16475244 -0.3454264
  0.03419567 -0.34365392]",0
"[-0.5867119   0.6456193   0.13380529 -0.12615648 -0.11982373  0.50462514
  0.6623581   0.42064238 -0.734002    0.01901778 -1.3266517  -0.28063267
  0.1556113   0.6765592  -0.8496343   0.432119    0.33889753  0.2764355
 -0.2990182  -1.0130956   0.15796229  0.33343554  0.9672158   0.07098258
  0.34476253 -0.27393812  0.19963808  0.5193213  -0.01649723  0.7435163
  0.25610295  0.14332384  0.03917601 -0.10426397 -0.3186205  -0.24448615
  0.6134039  -0.18932877 -0.68596673 -1.2030987   0.3437983  -0.35812408
  0.20418085  0.08085776 -0.52179426 -0.6953862   0.63315547 -0.059254
  0.51123697  0.12925906]",0
"[ 0.13006541  0.49338406  0.4754721   0.33204922  0.50042576 -0.01709839
  0.49699128  0.2600991  -0.5926283  -0.35760456 -0.8788807   0.05673355
  0.5068722  -0.5230726  -0.73990464 -0.4185963   0.28060988  0.34589612
  0.41043636  0.28553936  0.01564296  0.08775561  0.18371189  0.15833595
  0.15521038 -0.1602454  -0.11057319  0.46619576  0.0663617  -0.3080125
 -0.00818175  0.8517279  -0.11009904 -0.10075748 -0.37604183  0.79710895
  0.33054736 -0.02800126 -0.374112    0.38611963 -0.34136683 -0.49805427
 -0.667613   -0.03790624  0.8744155   0.2682098  -1.2579719  -0.97433406
 -0.10129682  0.32413137]",0
"[-0.33761275  0.00324972 -0.342191   -0.38141444 -0.23256467 -0.4239209
  0.77770126  0.33014932  0.18811862 -0.8096491   0.11534391 -0.8455192
 -0.267654    0.2231109  -0.3642039   0.97198856 -0.31982338 -0.27864534
  0.68464744 -0.36898226  0.09306734  0.15064551 -0.0973345   0.22350326
  0.04465156 -0.38558388  0.21883243 -0.5548971  -0.88701147 -0.19839342
  0.39754748  0.02053146  0.6214441  -0.30860093  0.4198767  -0.13325948
  0.04911219  0.8543648  -0.43653023 -0.24994604  0.29398158 -0.3475908
 -0.40478045 -0.13259062  0.18580411 -0.33783042  0.17807816  0.14227565
 -0.30475917  0.31175038]",0
"[ 0.11069101  0.06815877  0.04334309 -0.23825845 -0.06369039 -0.02212978
  0.58140135  0.15498553 -0.16726436  0.09036615 -0.65915763  0.02613518
  0.21098804 -0.06625386  0.03583141  0.30899683  0.01310412  0.12611674
 -0.14304909 -0.15152839 -0.20978141  0.10581708  0.09161882 -0.27290717
 -0.05835344  0.16692182 -0.01037876  0.05241554 -0.18017057 -0.13674769
 -0.2325877   0.03251706  0.19202994 -0.08377743 -0.26215392  0.2948354
  0.21352625 -0.2501617   0.02321392  0.04276195 -0.23695342  0.10643116
 -0.09085864  0.09737411  0.44006065  0.10904839 -0.2769775  -0.01575601
  0.05017528  0.07545141]",0
"[-3.21201891e-01  5.89364111e-01 -2.47088850e-01  9.21054482e-02
 -1.08665131e-01  9.30487663e-02  4.96459901e-01  7.65540659e-01
 -1.14688969e+00  2.54382670e-01 -1.40937531e+00 -2.90418983e-01
 -4.50515062e-01  4.24890071e-01 -5.11291549e-02  4.32625204e-01
  8.03827941e-01 -2.07588688e-01  4.65040728e-02 -1.81357995e-01
 -1.56623647e-02  6.86936900e-02 -1.66873679e-01  6.36642944e-05
 -6.40475750e-01  7.48194635e-01 -7.43429720e-01  1.46625802e-01
 -1.85676113e-01 -2.34416291e-01  3.28773141e-01  1.26177788e-01
  5.78728020e-01 -1.90031886e-01 -3.87472779e-01  4.79729235e-01
 -7.71508813e-01  4.62639809e-01  5.11563241e-01  9.09545064e-01
 -1.00565934e+00  3.38265836e-01  7.43805647e-01  4.14128155e-01
  3.01564991e-01 -8.71302783e-01 -4.14439216e-02  3.94679636e-01
  1.04062295e+00  1.11731865e-01]",0
"[ 0.35500976 -0.0842319   0.21945375 -0.34216595 -1.0838177  -0.20909247
  0.4373      0.1739975  -0.51181924  0.32586738 -0.10428019  0.0912135
 -0.27326337 -0.07707461 -0.6559425   0.16465263 -0.51323545  0.26154396
 -0.25863582 -0.79209536  0.14720139  0.04912649  0.81099784  0.3020405
 -0.1518032   0.6657495   0.06143652 -0.48610294  0.03837729 -0.8917871
  0.08228239 -0.5222917   0.640108   -0.47185624  0.19245738  0.7944055
  0.13133486 -0.20551662  0.44044304  0.3597427  -0.28113335  0.13907537
 -0.18599594  0.22241177  0.99590594  0.52171814 -0.4652788  -0.7387708
  0.28515175 -0.2961051 ]",0
"[ 0.25942567 -0.34856552 -0.01343483  0.06955172 -0.7633759  -0.02826754
 -1.0279478   0.2727836  -0.47067523  0.35985637 -0.12542647  0.53311574
  0.31239507  0.66177356 -0.3278185   0.25371528  0.0268912  -0.23264256
 -0.44728225  0.00641656  0.6222589  -0.1778331   0.05812888 -0.7848779
 -0.08356669 -0.28729403  0.6957711   0.4255738   0.15262286  0.10580137
 -0.28992322  0.32233408  0.07562903  0.67452127  0.2850901   0.11742023
 -0.12818933  0.13022035 -0.32262233 -0.29034567  0.36710662  0.42288372
 -0.3818511   0.07149431  1.0295624  -0.21762359 -0.5135855  -0.04027943
  0.38606215 -0.13678993]",0
"[ 0.7018244  -0.6726501  -0.59119266  0.71821445 -0.7301467   0.43727544
  0.61485565  0.558481   -0.50220925  0.16600537  1.0424817  -0.3432361
 -0.27316037 -0.02135186 -1.7413135   1.1712735  -0.23868503 -0.7876094
 -0.89301866 -0.6294482  -0.0757286  -0.6838827   0.21192724 -0.5675696
 -0.58899    -1.0349436  -0.4444074  -0.14395675 -0.90237015 -0.41178066
 -0.0547643  -0.33806404  0.712798   -0.07062547  0.478526    0.29524916
  0.11718156 -0.2478199  -0.22590467  0.34263346  0.2233365  -0.6211125
  0.22266318 -0.8763114   1.2365173   0.77058613 -0.03374462  0.49502584
  0.8523217   0.13682102]",0
"[-0.15455745  0.55376637  0.24292563 -0.09319755  0.17662005 -0.5358983
  0.7834336   0.61830896 -1.0229387  -0.087626   -0.48769116  0.01574865
  0.5081378   0.30322802 -0.40357593  0.0555148   0.2340192   0.4106316
 -0.23450926 -0.7715818   0.05378338  0.13334823  0.35021144 -0.1677165
  0.3790507  -0.10874867  0.14977963 -0.36371067 -0.6530172   0.10001316
  0.01767469  0.24250048 -0.17010921  0.21919014 -0.17952192  0.2786187
  0.15993604  0.4188919  -0.05622186 -0.03288291  0.5033967  -0.15857582
  0.27336904 -0.3719387   0.7305667  -0.5297265   0.27852654 -0.59481424
  0.41076553  0.27168122]",0
"[ 0.38830107 -0.23697595 -0.02638574  0.47717863  0.17242731  0.03865101
  0.02629348 -0.18917528 -0.78558654 -0.23911664  0.27486336 -0.46883684
 -0.73719764  0.00534216  0.004615    0.5821037   0.2688046   0.48396245
 -0.35290933 -0.6107375  -0.04221889 -0.01809962  0.05074527 -0.27536917
  0.47659296  0.22288969  0.58397555  0.093862   -0.01006195 -0.12467035
  0.5094645   0.71460456  0.04418616 -0.4185914  -0.6147654   0.9594228
  0.4227006   0.38407555  0.17340983  0.69221056 -0.54778224 -0.4162505
 -0.75731367 -0.63545084  0.5390785  -0.27075577 -0.5521824  -0.20621058
  0.24193582  0.5359058 ]",0
"[-0.18493487  0.24936661  0.0361812   0.09703323 -0.17005675  0.08525454
  0.29809165  0.43278843 -0.48732     0.23182268 -0.40365908 -0.14518426
  0.0968246   0.00502876 -0.17089559  0.16106595  0.2905378   0.14294037
 -0.13717273 -0.23614462  0.22381726 -0.00887444  0.33241472  0.04479235
  0.04744282 -0.24605471 -0.01495625  0.3014673  -0.0793772  -0.2106604
 -0.06480779  0.13301131 -0.08000335  0.18240805  0.02010491 -0.02289778
  0.17096701  0.02898605 -0.11974336 -0.2014538   0.05706127 -0.20832922
 -0.12507662 -0.301539    0.5055775   0.07726783 -0.02700729 -0.26813787
  0.29071414  0.3759837 ]",0
"[ 0.10881805 -0.01662755 -0.07391895  0.19378518  0.00566765 -0.2850019
  0.02843775  0.19959974 -0.08625413 -0.18451828  0.15814087 -0.12337909
 -0.08213118 -0.03962236 -0.01979374  0.10511859  0.17645332  0.00615358
 -0.10131378 -0.13178287  0.0883413   0.12040703  0.00726049  0.05382065
  0.00669621  0.03155319  0.02082134 -0.02311163 -0.13283278  0.07941327
 -0.09301917  0.08655266  0.00648411  0.05431218  0.05332479  0.1340796
 -0.05331745  0.03352678  0.05776248 -0.09638096  0.05632291 -0.04147217
  0.02245656 -0.16493395  0.37707385 -0.02185958  0.0961289  -0.04165716
  0.07547034 -0.00727964]",0
"[-0.37669495  0.17669442  0.29104513  0.26061848 -0.19374715 -0.2236416
  0.00912866  0.44017768 -0.16527279  0.64468765 -0.36471695 -0.03048714
  0.26402247  0.14007755  0.1591522   0.03291512  0.27585512  0.14191866
 -0.15264745 -0.15821287  0.0582306   0.05950082  0.02361261 -0.14468205
  0.16569933  0.11291679 -0.02228906  0.20471953  0.10130152 -0.45209485
  0.19670075  0.14354223  0.18508609  0.08225144 -0.06600496 -0.11475827
  0.03973969 -0.02501442  0.11089042  0.23734234  0.07338328  0.11017744
 -0.33569336  0.15326072  0.62377274 -0.3021669   0.00480841  0.42161208
 -0.13415377 -0.09864902]",1
"[-0.18219951  0.01092651  0.05828858  0.33930486  0.35222825 -0.1556704
  0.1944564  -0.08632585 -0.23908575  0.1243618   0.3598115   0.26474127
 -0.0626789   0.14478026  0.12032314 -0.41425237  0.16646443 -0.25564927
 -0.47953713 -0.307528   -0.05326043 -0.07241968  0.22771676  0.17914115
  0.11166819 -0.0982173  -0.10669888 -0.4488252   0.1784954  -0.08595449
  0.46090475  0.0459745   0.04608375 -0.1786999  -0.26813975 -0.08270936
  0.5187657  -0.10331876  0.06863923  0.4244174  -0.55121946 -0.05849701
 -0.29402083 -0.26735017 -0.5633205   0.22468342 -0.74005896  0.05094521
 -0.23746577 -0.04209237]",0
"[-0.1080967   0.934132   -0.05375043  0.5335109   0.11405326  0.10720292
  0.942533    0.29031664 -0.801138   -0.5086709  -0.3172838  -0.4327071
  0.10293815 -0.06377736 -0.98945946  0.81392556  1.0442309  -0.0661172
 -0.72980887 -0.5584505   0.5285913  -0.33301514  0.49486285 -0.11722144
  0.40189472 -0.26350272 -0.11742105  0.22945446  0.20238265  0.51504534
  0.6269633  -0.41583407 -0.14770687  0.17074683  0.06536579  0.25547627
  0.6643055  -0.08789079 -0.2284611  -0.6938289   0.43688136 -0.26264164
  0.21601403 -0.06438274  0.5252158   0.1208309  -0.42628115 -0.06611206
  0.20824888  0.10205195]",0
"[ 0.15472923  0.23464204  0.14113387 -0.2394403  -0.42374414 -0.02522991
  0.07177992  0.3445099  -0.16142094  0.18597773 -0.50759387 -0.02228238
 -0.02020648  0.3267197  -0.03824379  0.16003951 -0.01750972  0.0754557
 -0.48959473 -0.3077195  -0.00124276  0.24015345  0.17813312  0.02455879
  0.32643485 -0.02172976  0.25918183  0.01155765 -0.19254929  0.3730738
 -0.09163276 -0.0583192   0.42420533  0.02654191 -0.04336136  0.2116585
  0.15884987 -0.24510452  0.16256492 -0.09070729  0.10482216  0.1796248
  0.1963346  -0.12112625 -0.01868021 -0.16424565  0.18114497 -0.15687478
  0.14339899 -0.27768022]",0
"[ 0.12207998  0.23284614  0.35943475 -0.01998285  0.25778705  0.16700788
  0.18293917 -0.05590399 -0.88351905 -0.3723271   0.02271562 -0.5640888
 -0.21023422 -0.02442104 -0.4603837   0.31325403  0.01822542  0.2679685
 -0.34273717 -0.22497903  0.14756009 -0.16328408  0.07678656 -0.11961734
 -0.19296974  0.29637527  0.03542288  0.3943052   0.48884177 -0.23237064
  0.19020604 -0.2922118   0.2701081  -0.14553687  0.1480826   0.2831445
  0.23657928  0.23422319 -0.19379123 -0.07038283  0.40118104 -0.40722865
  0.50635004  0.08962388  0.52022463 -0.08870348 -0.20071656 -0.30355337
  0.5242284  -0.08727824]",0
"[ 0.07300311  0.34880325 -0.0939923  -0.15549845 -0.24214298  0.3521686
  0.42201596  0.4717956  -0.17009434  0.08593478 -0.40616274 -0.10222705
  0.08591027 -0.3099541  -0.12031393  0.17606068 -0.04899005 -0.0760084
 -0.07395425  0.20407367 -0.15314803 -0.00747808  0.08991217 -0.21714999
 -0.27973872  0.23340654  0.13253194  0.18797342  0.08094947 -0.14059427
 -0.21922377  0.05775236  0.01487748  0.03681867 -0.02091857  0.27695733
  0.1392277  -0.19953476  0.41793674  0.19249327 -0.33516154  0.06094733
 -0.01534285 -0.35847244  0.2256701  -0.07796685 -0.06242384 -0.14269567
  0.05346731  0.2413549 ]",0
"[-0.31214243  0.46903932  0.04932222 -0.1797663  -0.05823536 -0.21690086
  0.6986426   0.79641145 -0.23583107  0.17534041 -0.5769526  -0.47093883
  0.15669836  0.132217    0.09438896  0.16595921  0.08474567 -0.07099035
 -0.6975397  -0.5517722  -0.18329482  0.09189206  0.06079872  1.0048865
  0.03200731 -0.31181085 -0.35797352 -0.36902192 -0.5382402  -0.3629016
 -0.46487767 -0.18068652  0.442099   -0.10885345  0.04104525  0.42087573
  0.87868667  0.45423555  0.31278503  0.35928077 -0.11616521 -0.2508696
  0.20971616 -0.18879361  0.48965973 -0.1700043  -0.24817179 -0.09575935
  0.01632465  0.09891285]",1
"[ 0.23685127 -0.14090745  0.36706015  0.3749308  -0.04291745 -0.2713166
  0.4565167  -0.31212866  0.13697399 -0.14948219 -0.51260936 -0.07827654
 -0.1233469   0.20899397  0.05444466 -0.06043463  0.08040246  0.04269105
 -0.13480602 -0.15278862 -0.18887374  0.06981974  0.54968303 -0.15357022
  0.29185602  0.06225418  0.24353299  0.00824062  0.39200374  0.41970333
 -0.49130613  0.26417765  0.00841901 -0.19576344  0.28384924  0.51506925
  0.41190517 -0.2874881  -0.08538241 -0.3860349   0.32353127 -0.07327312
 -0.06110916  0.45541772 -0.25082567 -0.31696236  0.08092838  0.08926293
 -0.06758164 -0.21848968]",0
"[-0.1047351   0.7010819   0.05845306  0.22230609  0.25073576 -0.6443422
  0.547929    0.53916067 -0.52817464  0.02230659 -0.48218304 -0.02071301
  0.5290541   0.15919998 -0.39612305  0.24642065  0.17432144 -0.36849034
 -0.5564077  -0.8499124  -0.35442737 -0.09135559  0.5678559  -0.18942669
  0.36833414  0.2296374   0.158265    0.11673693 -0.18634093  0.03609853
  0.48896965 -0.5108347   0.44395074 -0.12077095 -0.32829288  0.66354465
 -0.13387205 -0.18476984  0.16156308  0.14445543  0.04565463  0.36752927
 -0.18173052 -0.24787927  0.71325743 -0.20503406 -0.68397045  0.23412012
  0.43821013  0.390192  ]",0
"[-0.11527487 -0.1476716   0.44451022 -0.32120478  0.00200606 -0.56533176
 -0.41447997  0.05622479 -0.95907295 -0.434301    0.13099651  0.09373172
  0.10106509 -0.5475417   0.12998478 -0.06593719  0.21820365 -0.622418
 -0.9795992  -0.71697277  0.83213305 -0.31351504  0.39246666 -0.34463423
  0.13663068  0.34274948 -0.26841834 -0.64160436 -0.04826153 -0.19962229
  0.17421599  0.5948498   0.40421766  0.39073336 -0.32676503  0.37118673
 -0.4628965   0.17837057 -0.09482273 -0.5108354  -0.2652705   0.6852809
 -0.10194904 -0.31205958 -0.11647354  0.10093699 -0.76479095  0.41029298
 -0.3770915   0.4462631 ]",0
"[-0.33591813  0.30449334 -0.03733997 -0.34638414  0.20901984 -0.3776719
  0.5376458   0.02552877 -0.562117    0.19363473 -0.48825762  0.24718285
  0.12249131  0.20071867 -0.21614157  0.13312478  0.31106353  0.6015277
  0.04849697 -0.7082267   0.5029554   0.07096903  0.08394453 -0.45653334
  0.5857016  -0.30258366 -0.03216936  0.00598227 -0.19988954  0.07161451
  0.15855256  0.11595686  0.08777065  0.23716949  0.14434932 -0.04048799
 -0.18561763  0.09923638  0.22269838 -0.15660298  0.26010892 -0.04479628
  0.45140353 -0.10047611  0.41232467 -0.3702394  -0.3363238  -0.23049939
  0.26061377  0.51871294]",0
"[ 0.54199535  0.66446745 -0.22915334  0.076038   -0.4347361  -0.44828126
  0.5641099   0.54111797 -1.0450962  -0.02212895  0.32616094 -0.2671271
  0.23848237 -0.07059033 -0.12336592 -0.0511896   0.3598845  -0.35864353
  0.00457149 -0.908186   -0.22176504 -0.23179446  0.01772257 -0.24887265
 -0.37893644  0.73234516  0.45466903  0.25994667 -0.7122859   0.23171006
  0.58607763  0.00119033  0.31015092  0.9138401  -0.2628477  -0.00833634
 -0.34793994  1.1853766  -0.22701487 -0.41228467 -0.05807575  0.45502967
  0.14358875 -0.17213987  0.33584145 -0.2077964   0.01965136  0.48380077
 -0.04379184  0.99499166]",0
"[-0.00996563  0.20176496  0.2653922  -0.18091692  0.01877342 -0.06288635
  0.33892393  0.6577233  -0.05531492  0.13100557 -0.68554056 -0.21154287
  0.08639223  0.08435217  0.09620013  0.12614797 -0.11001326  0.10753992
 -0.36624396 -0.3670523  -0.35063797 -0.00704024  0.15783085  0.31440428
  0.32078603  0.21256337  0.14844391 -0.15214781 -0.22267017  0.1210325
 -0.18565162 -0.22330555  0.22565897 -0.11664812 -0.2712713   0.375168
  0.3538259  -0.05607391  0.1681733  -0.21218155 -0.09292328 -0.17049237
 -0.1698411  -0.07295574  0.5910807   0.1369581  -0.28310186 -0.26850474
 -0.08717639 -0.16731209]",0
"[ 0.10980103  0.67344505 -0.36227098 -0.55315137 -0.683758    0.18943267
  0.79821295  0.70105946 -1.2542007  -0.23568048  0.228242   -0.2932607
 -0.4761142   0.00919137 -0.37892118  0.53890914  0.626535   -0.31510708
 -0.6547493  -0.92264074 -0.19016515 -0.6008092   0.06967154  0.18871844
  0.05682305  0.32884365 -0.9262081  -0.13578647 -1.0188763   0.09820476
 -0.08406322 -0.07388864  0.64084834  0.536879   -0.80614805  0.38001543
  0.06978703  0.83374566  0.19324747  0.17186202 -0.04010608 -0.00530506
 -0.10158503 -0.74667835  0.5337381  -0.37721238 -0.18897566  0.06048273
  0.27034813 -0.08020911]",0
"[-0.21709853  0.47064567 -0.21349515  0.17441474  0.29544905 -0.29300672
  0.14084497 -0.02126212  0.06212514  0.11301689 -0.3434493  -0.22427593
 -0.4676326  -0.2432631   0.15323363  0.09517272  0.2897662   0.54307115
 -0.05311975 -0.49051902  0.27196747  0.2050024   0.33260202  0.31027627
  0.06393424 -0.290169   -0.04796347 -0.07701239 -0.04060034 -0.30391344
  0.06175242  0.00105517  0.32492048 -0.05934806 -0.10196307  0.03140473
 -0.17952698  0.38624844  0.14259125  0.02709605  0.29233235 -0.03003447
  0.04563267  0.02389262  0.16493693  0.33744726 -0.11344463  0.13832168
  0.07589736  0.2980375 ]",0
"[-0.11775886 -0.6390123  -0.12823941 -0.13134086 -0.7219592   0.33627838
  0.12709753 -0.05160571 -0.643453   -0.1755848  -0.4864022   0.05688987
 -0.06323652  0.08803544 -0.12086423  0.25307593 -0.00140265  0.39284438
 -0.72354215 -0.83486754  0.08713875  0.3432824   0.5229816   0.5458753
  0.1383698  -0.0386145  -0.33790177  0.06833529 -0.18994454 -0.03846491
  0.0722325   0.08384645  0.6165023  -0.11649355 -0.23033254  0.07950092
  0.23547176  0.07592926  0.21072373  0.1295471  -0.27021298 -0.43054143
  0.06741929 -0.6061823  -0.2665312   0.4741022  -0.18318222 -0.08663562
 -0.070307   -0.33975315]",0
"[-0.10200468  0.12519744 -0.25505608 -0.1925194  -0.00990299  0.15462115
  0.4238994  -0.00267014 -0.14163102  0.02431217 -0.54746056  0.04519043
  0.215492   -0.03825498 -0.08563259  0.21744692  0.08207107 -0.16791621
 -0.23985328  0.0176342  -0.02034211 -0.11418264  0.06176308 -0.42960358
 -0.14341366 -0.04646065 -0.10430584 -0.02616379  0.07153159  0.07896937
  0.18021603 -0.1651639  -0.09517732  0.16600132  0.00264351 -0.00590808
  0.21026713 -0.14034331  0.08212417 -0.16610199  0.00066064  0.02583584
 -0.13935515  0.11435545 -0.01100652  0.22067448 -0.22373937  0.04413397
 -0.0270433  -0.40338156]",0
"[ 0.46511093 -0.08278553  0.02331145 -0.19746245  0.06529941 -0.19448748
  0.5593404   0.25472918 -0.20003073 -0.3172589  -0.06939558 -0.19015858
  0.03672113  0.03895248  0.08620818  0.35170963  0.27400735  0.02848794
 -0.19567958  0.02157282  0.18096203  0.13840367  0.08656296  0.05801256
  0.01450435  0.4106505  -0.17867745  0.0506903  -0.20005156 -0.08243512
 -0.10029591  0.01380203  0.05469053  0.2660318  -0.40111116  0.19806762
  0.08314502  0.01136651 -0.08133806 -0.20930956 -0.10963599  0.10681085
  0.18699656 -0.2927963   0.04822835  0.3775832  -0.14416485 -0.03055527
 -0.25783515  0.17496389]",0
"[ 0.00561732  0.27798325  0.4300266   0.4918517  -0.02195141 -0.1058173
  0.32157078  0.09932337 -0.38991985  0.23078258 -0.0938141  -0.21289815
 -0.13162172 -0.02645169 -0.42034468  0.00588633  0.48702678 -0.01012359
 -0.35854593  0.01597397  0.25066328 -0.10573676  0.15669    -0.4865741
 -0.00565474 -0.22231758  0.09108528  0.0437357   0.09276828 -0.15477522
  0.15831612  0.0342208  -0.06481029  0.33838645  0.08446433  0.1872876
 -0.06255772 -0.24411912 -0.00451837  0.1576811   0.08438483  0.34589636
  0.02114252  0.19648166  0.2915815  -0.28593823 -0.26216447 -0.04843774
  0.78870326  0.27121583]",0
"[ 0.09265044 -0.02032007  0.04942698 -0.10416872 -0.05875937 -0.28576553
  0.25426906  0.3507925  -0.15794581 -0.24283645 -0.7643026   0.13120241
 -0.3073624   0.07605235 -0.1993461   0.553467    0.10854027 -0.15602401
 -0.34747118 -0.40593806  0.40867785  0.06354467  0.7300184  -0.3678206
  0.2420189  -0.25463414 -0.50253934 -0.28712356 -0.38035116  0.20973487
 -0.16079417  0.1752689   0.2612054   0.05750329 -0.19891463  0.3433982
  0.03229439 -0.05325564 -0.16544566 -0.17877123  0.39382535  0.27184212
  0.16713296  0.22716229  0.3497776   0.20535392  0.04078509  0.35435987
  0.49027097 -0.02727596]",0
"[-0.6850137   0.8750444   0.13319202  0.74805397  0.19517083  0.12230423
  0.29866984 -0.14384234  0.1787503   0.15648893 -0.47327596 -0.32258123
 -0.62834275  0.25064805 -0.8132213   0.17312264  0.8413872   0.7779758
 -0.00661169 -0.66641635  0.7044041   0.0906822  -0.20654096  0.75809395
  0.68299484 -0.46926948 -0.06431507 -0.16656727 -0.48715824  0.76760465
 -0.15821804 -0.06302889 -0.3128287   0.70163816  1.0672435   0.07186431
  0.12213243  0.92766005  0.01653131  0.17287782 -0.23056109 -0.31439838
  0.04986139 -0.27312648  0.5246373  -0.9810951  -0.25520253 -0.66239434
  0.8193248   0.5659078 ]",0
